skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
MySQL,数据工程,traditional,2,2024-12,Go开发工程师; Java开发工程师; 全栈开发工程师; 后端开发工程师; 数据库工程师; 测试开发工程师; 解决方案工程师; 软件开发工程师,8,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,8,19,11,AI应用工程师; 芯片测试工程师; 软件架构师; 信息安全工程师; 技术支持工程师; 网络工程师; 安全工程师; 算法研究员; 音视频工程师; 数据仓库工程师; Python开发工程师,Go开发工程师; Java开发工程师; 全栈开发工程师; 后端开发工程师; 数据库工程师; 测试开发工程师; 解决方案工程师; 软件开发工程师; AI应用工程师; 芯片测试工程师; 软件架构师; 信息安全工程师; 技术支持工程师; 网络工程师; 安全工程师; 算法研究员; 音视频工程师; 数据仓库工程师; Python开发工程师,2024-12,全栈开发工程师; 测试开发工程师; 解决方案工程师,3,13,10,Go开发工程师; Java开发工程师; 后端开发工程师; 数据库工程师; 软件开发工程师; AI应用工程师; 软件架构师; 芯片测试工程师; 技术支持工程师; 音视频工程师,2024-12: 全栈开发工程师; 测试开发工程师; 解决方案工程师 -> 2025-01: Go开发工程师; Java开发工程师; 后端开发工程师; 数据库工程师; 软件开发工程师 -> 2025-02: AI应用工程师; 软件架构师 -> 2025-03: 芯片测试工程师 -> 2025-04: 技术支持工程师 -> 2026-01: 音视频工程师,10,2025-01,174,2024-12: Go开发工程师; Java开发工程师; 全栈开发工程师; 后端开发工程师; 数据库工程师; 测试开发工程师; 解决方案工程师; 软件开发工程师 -> 2025-01: AI应用工程师; 芯片测试工程师; 软件架构师 -> 2025-02: 信息安全工程师; 技术支持工程师 -> 2025-04: 网络工程师 -> 2025-09: 安全工程师 -> 2025-12: 算法研究员; 音视频工程师 -> 2026-01: 数据仓库工程师 -> 2026-04: Python开发工程师,2026-08-08T05:27:55+00:00
NLP,大模型,new,2,2024-12,AI Agent算法工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师,15,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,15,24,9,AI应用工程师; NLP算法工程师; 数据工程师; 安全工程师; 客户端开发工程师; 芯片设计工程师; 驱动开发工程师; Android开发工程师; 数据平台工程师,AI Agent算法工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师; AI应用工程师; NLP算法工程师; 数据工程师; 安全工程师; 客户端开发工程师; 芯片设计工程师; 驱动开发工程师; Android开发工程师; 数据平台工程师,2024-12,技术支持工程师; 语音算法工程师; 通信工程师; 风控算法工程师,4,20,16,AI Agent算法工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 机器学习算法工程师; 算法工程师; 计算机视觉算法工程师; AI应用工程师; NLP算法工程师; 数据挖掘算法工程师; 数据工程师; 安全工程师; 驱动开发工程师,2024-12: 技术支持工程师; 语音算法工程师; 通信工程师; 风控算法工程师 -> 2025-01: AI Agent算法工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 机器学习算法工程师; 算法工程师; 计算机视觉算法工程师 -> 2025-02: AI应用工程师; NLP算法工程师; 数据挖掘算法工程师 -> 2025-04: 数据工程师 -> 2026-02: 安全工程师; 驱动开发工程师,17,2026-02,383,2024-12: AI Agent算法工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师 -> 2025-01: AI应用工程师; NLP算法工程师; 数据工程师 -> 2025-03: 安全工程师 -> 2025-09: 客户端开发工程师 -> 2025-11: 芯片设计工程师 -> 2025-12: 驱动开发工程师 -> 2026-06: Android开发工程师 -> 2026-07: 数据平台工程师,2026-08-08T05:27:55+00:00
NoSQL,数据工程,traditional,2,2024-12,Java开发工程师; 后端开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,4,2,Go开发工程师; 算法研究员,Java开发工程师; 后端开发工程师; Go开发工程师; 算法研究员,2025-01,Java开发工程师; 后端开发工程师,2,2,0,,2025-01: Java开发工程师; 后端开发工程师,3,2026-02,45,2024-12: Java开发工程师; 后端开发工程师 -> 2025-06: Go开发工程师 -> 2026-02: 算法研究员,2026-08-08T05:27:55+00:00
Node.js,编程语言,traditional,2,2024-12,前端开发工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,2,1,安全工程师,前端开发工程师; 安全工程师,2025-01,前端开发工程师,1,2,1,安全工程师,2025-01: 前端开发工程师 -> 2025-03: 安全工程师,2,2025-11,34,2024-12: 前端开发工程师 -> 2025-02: 安全工程师,2026-08-08T05:27:55+00:00
Objective-C,编程语言,traditional,2,2024-12,Android开发工程师; DevOps工程师; iOS开发工程师; 客户端开发工程师; 测试开发工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,3,5,0,,Android开发工程师; DevOps工程师; iOS开发工程师; 客户端开发工程师; 测试开发工程师,2024-12,iOS开发工程师; 客户端开发工程师,2,5,3,DevOps工程师; 测试开发工程师; Android开发工程师,2024-12: iOS开发工程师; 客户端开发工程师 -> 2025-01: DevOps工程师; 测试开发工程师 -> 2025-02: Android开发工程师,5,2024-12,101,2024-12: Android开发工程师; DevOps工程师; iOS开发工程师; 客户端开发工程师; 测试开发工程师,2026-08-08T05:27:55+00:00
PHP,编程语言,traditional,2,2024-12,Go开发工程师; 后端开发工程师; 测试开发工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,4,1,测试工程师,Go开发工程师; 后端开发工程师; 测试开发工程师; 测试工程师,2025-01,Go开发工程师; 后端开发工程师; 测试开发工程师,3,3,0,,2025-01: Go开发工程师; 后端开发工程师; 测试开发工程师,4,2025-07,67,2024-12: Go开发工程师; 后端开发工程师; 测试开发工程师 -> 2025-07: 测试工程师,2026-08-08T05:27:55+00:00
PLC编程,工业与物联网,traditional,2,2024-12,电源工程师; 驱动开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,2,0,,电源工程师; 驱动开发工程师,2024-12,驱动开发工程师,1,2,1,电源工程师,2024-12: 驱动开发工程师 -> 2025-01: 电源工程师,2,2026-07,50,2024-12: 电源工程师; 驱动开发工程师,2026-08-08T05:27:55+00:00
PPO,大模型,new,2,2024-12,AI Agent算法工程师; 大模型算法工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,4,7,5,算法研究员; NLP算法工程师; 大模型测试工程师; AI安全工程师; AI产品经理,AI Agent算法工程师; 大模型算法工程师; 算法研究员; NLP算法工程师; 大模型测试工程师; AI安全工程师; AI产品经理,2025-01,大模型算法工程师,1,5,4,算法研究员; NLP算法工程师; 大模型测试工程师; AI安全工程师,2025-01: 大模型算法工程师 -> 2025-02: 算法研究员 -> 2025-03: NLP算法工程师 -> 2025-09: 大模型测试工程师 -> 2025-12: AI安全工程师,5,2026-05,103,2024-12: AI Agent算法工程师; 大模型算法工程师 -> 2025-01: 算法研究员 -> 2025-02: NLP算法工程师 -> 2025-08: 大模型测试工程师 -> 2025-09: AI安全工程师 -> 2026-01: AI产品经理,2026-08-08T05:27:55+00:00
Perl,编程语言,traditional,2,2024-12,芯片设计工程师; 芯片验证工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,2,0,,芯片设计工程师; 芯片验证工程师,2025-01,芯片设计工程师; 芯片验证工程师,2,2,0,,2025-01: 芯片设计工程师; 芯片验证工程师,2,2026-07,47,2024-12: 芯片设计工程师; 芯片验证工程师,2026-08-08T05:27:55+00:00
PostgreSQL,数据工程,traditional,2,2024-12,数据库工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-06,1,2,1,算法研究员,数据库工程师; 算法研究员,2025-01,数据库工程师,1,2,1,算法研究员,2025-01: 数据库工程师 -> 2026-06: 算法研究员,1,2026-06,10,2024-12: 数据库工程师 -> 2026-02: 算法研究员,2026-08-08T05:27:55+00:00
PyTorch,AI,traditional,2,2024-12,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 音视频工程师; 风控算法工程师,20,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,17,27,7,AI应用工程师; 数据工程师; 解决方案工程师; 数据分析师; C++开发工程师; 网络安全工程师; Python开发工程师,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 音视频工程师; 风控算法工程师; AI应用工程师; 数据工程师; 解决方案工程师; 数据分析师; C++开发工程师; 网络安全工程师; Python开发工程师,2024-12,技术支持工程师; 自动驾驶算法工程师; 语音算法工程师; 通信工程师,4,26,22,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 音视频工程师; 风控算法工程师; AI应用工程师; 数据挖掘算法工程师; 解决方案工程师; 数据工程师; 数据分析师; C++开发工程师; 网络安全工程师,2024-12: 技术支持工程师; 自动驾驶算法工程师; 语音算法工程师; 通信工程师 -> 2025-01: AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 芯片设计工程师; 计算机视觉算法工程师; 音视频工程师; 风控算法工程师 -> 2025-02: AI应用工程师; 数据挖掘算法工程师 -> 2025-03: 解决方案工程师 -> 2025-04: 数据工程师 -> 2025-09: 数据分析师 -> 2025-12: C++开发工程师 -> 2026-02: 网络安全工程师,21,2026-02,473,2024-12: AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; 多模态算法工程师; 大模型算法工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 音视频工程师; 风控算法工程师 -> 2025-01: AI应用工程师; 数据工程师 -> 2025-02: 解决方案工程师 -> 2025-04: 数据分析师 -> 2025-11: C++开发工程师 -> 2025-12: 网络安全工程师 -> 2026-04: Python开发工程师,2026-08-08T05:27:55+00:00
Python,编程语言,traditional,2,2024-12,AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI产品经理; C++开发工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据分析师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人软件工程师; 机器学习算法工程师; 测试开发工程师; 热设计工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师,55,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,51,69,14,AI安全工程师; AI应用工程师; DevOps工程师; NLP算法工程师; 数据工程师; 数据平台工程师; 数据治理工程师; 测试工程师; 网络工程师; 芯片测试工程师; 机器人算法工程师; Android开发工程师; 图形图像工程师; 大模型应用工程师,AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI产品经理; C++开发工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据分析师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人软件工程师; 机器学习算法工程师; 测试开发工程师; 热设计工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师; AI安全工程师; AI应用工程师; DevOps工程师; NLP算法工程师; 数据工程师; 数据平台工程师; 数据治理工程师; 测试工程师; 网络工程师; 芯片测试工程师; 机器人算法工程师; Android开发工程师; 图形图像工程师; 大模型应用工程师,2024-12,AI Agent应用工程师; AI产品经理; Python开发工程师; 信息安全工程师; 嵌入式软件工程师; 技术支持工程师; 数据开发工程师; 测试开发工程师; 系统软件工程师; 自动驾驶算法工程师; 芯片验证工程师; 软件架构师,12,68,56,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI应用工程师; C++开发工程师; Go开发工程师; Java开发工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 广告算法工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据平台工程师; 数据库工程师; 服务器工程师; 机器人软件工程师; 机器学习算法工程师; 热设计工程师; 电源工程师; 算法工程师; 算法研究员; 网络安全工程师; 芯片设计工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师; AI安全工程师; DevOps工程师; NLP算法工程师; 云计算工程师; 数据仓库工程师; 数据挖掘算法工程师; 数据治理工程师; 测试工程师; 硬件工程师; 机器人算法工程师; 芯片测试工程师; 数据工程师; 网络工程师; Android开发工程师; 大模型应用工程师,2024-12: AI Agent应用工程师; AI产品经理; Python开发工程师; 信息安全工程师; 嵌入式软件工程师; 技术支持工程师; 数据开发工程师; 测试开发工程师; 系统软件工程师; 自动驾驶算法工程师; 芯片验证工程师; 软件架构师 -> 2025-01: AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI应用工程师; C++开发工程师; Go开发工程师; Java开发工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 广告算法工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据平台工程师; 数据库工程师; 服务器工程师; 机器人软件工程师; 机器学习算法工程师; 热设计工程师; 电源工程师; 算法工程师; 算法研究员; 网络安全工程师; 芯片设计工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师 -> 2025-02: AI安全工程师; DevOps工程师; NLP算法工程师; 云计算工程师; 数据仓库工程师; 数据挖掘算法工程师; 数据治理工程师; 测试工程师; 硬件工程师 -> 2025-03: 机器人算法工程师; 芯片测试工程师 -> 2025-04: 数据工程师; 网络工程师 -> 2026-01: Android开发工程师 -> 2026-07: 大模型应用工程师,61,2025-01,1360,2024-12: AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI产品经理; C++开发工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据分析师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人软件工程师; 机器学习算法工程师; 测试开发工程师; 热设计工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师 -> 2025-01: AI安全工程师; AI应用工程师; DevOps工程师; NLP算法工程师; 数据工程师; 数据平台工程师; 数据治理工程师; 测试工程师; 网络工程师; 芯片测试工程师 -> 2025-02: 机器人算法工程师 -> 2025-04: Android开发工程师 -> 2025-09: 图形图像工程师 -> 2026-07: 大模型应用工程师,2026-08-08T05:27:55+00:00
